time, x, y, velocity, accel, heading
0.0, -0.2, -1.0, 0.0, 3.0, 0.0
0.6666666666666666, 0.4666666666666666, -1.0, 2.0, 0, 0.0
5.266666666666667, 11.0, -1.0, 2.0, 0, 0.0
5.377738740120626, 11.2187692781612, -0.9614250737100651, 2.0, 0, 10.0
5.488810813574585, 11.427516493761352, -0.8854473007456605, 2.0, 0, 20.0
5.599882887028544, 11.619898968285632, -0.7743752272917013, 2.0, 0, 30.0
5.710954960482503, 11.79007125759585, -0.631583722094905, 2.0, 0, 40.0
5.822027033936463, 11.932862762792645, -0.46141143278468827, 2.0, 0, 50.0
5.933099107390421, 12.043934836246605, -0.2690289582604087, 2.0, 0, 60.0
6.044171180844381, 12.11991260921101, -0.0602817426602571, 2.0, 0, 70.0
6.15524325429834, 12.158487535500944, 0.15848753550094377, 2.0, 0, 80.0
6.266315327752299, 12.158487535500944, 0.3806316824088621, 2.0, 0, 90.0
6.377387401206258, 12.11991260921101, 0.599400960570063, 2.0, 0, 100.0
6.377387401206258, 12.11991260921101, 0.599400960570063, 2.0, 3.0, 90.0
6.377387401206258, 12.11991260921101, 0.599400960570063, 2.0, 0, 90.0
19.08530801570211, 13.0, 26.0, 2.0, 0, 90.0
19.14084405242909, 12.980712536855032, 26.1093846390806, 2.0, 0, 100.0
19.19638008915607, 12.94272365037283, 26.213758246880673, 2.0, 0, 110.0
19.25191612588305, 12.887187613645851, 26.309949484142813, 2.0, 0, 120.0
19.30745216261003, 12.815791861047453, 26.39503562879792, 2.0, 0, 130.0
19.36298819933701, 12.730705716392345, 26.46643138139632, 2.0, 0, 140.0
19.418524236063988, 12.634514479130205, 26.5219674181233, 2.0, 0, 150.0
19.474060272790968, 12.53014087133013, 26.559956304605503, 2.0, 0, 160.0
19.52959630951795, 12.420756232249529, 26.57924376775047, 2.0, 0, 170.0
19.585132346244926, 12.30968415879557, 26.57924376775047, 2.0, 0, 180.0
19.640668382971906, 12.200299519714969, 26.559956304605503, 2.0, 0, 190.0
19.640668382971906, 12.200299519714969, 26.559956304605503, 2.0, 3.0, 180.0
19.640668382971906, 12.200299519714969, 26.559956304605503, 2.0, 0, 180.0
30.49442983129489, -9.5, 26.0, 2.0, 0, 180.0
30.538334923363895, -9.58647615013254, 25.984751921543836, 2.0, 0, 190.0
30.5822400154329, -9.66899073219688, 25.9547190697795, 2.0, 0, 200.0
30.626145107501905, -9.745036582371386, 25.910813977710497, 2.0, 0, 210.0
30.67005019957091, -9.812303085979561, 25.854370679342292, 2.0, 0, 220.0
30.713955291639913, -9.868746384347768, 25.787104175734115, 2.0, 0, 230.0
30.75786038370892, -9.912651476416773, 25.71105832555961, 2.0, 0, 240.0
30.801765475777923, -9.942684328181109, 25.62854374349527, 2.0, 0, 250.0
30.845670567846927, -9.957932406637271, 25.54206759336273, 2.0, 0, 260.0
30.889575659915934, -9.957932406637271, 25.45425740922472, 2.0, 0, 270.0
30.933480751984938, -9.942684328181109, 25.36778125909218, 2.0, 0, 280.0
30.933480751984938, -9.942684328181109, 25.36778125909218, 2.0, 3.0, 270.0
30.933480751984938, -9.942684328181109, 25.36778125909218, 2.0, 0, 270.0
39.14200334509288, -2.0, 11.0, 2.0, 0, 270.0
39.22054316143262, -1.9099028240643674, 10.871327897774433, 2.0, 0, 305.0
39.29908297777237, -1.8435181027464942, 10.728965403492156, 2.0, 0, 295.0
39.37762279411211, -1.8028629022113343, 10.577238129503037, 2.0, 0, 285.0
39.45616261045186, -1.789172510154624, 10.42075623224953, 2.0, 0, 275.0
39.534702426791604, -1.8028629022113343, 10.264274334996024, 2.0, 0, 265.0
39.613242243131346, -1.8435181027464944, 10.112547061006905, 2.0, 0, 255.0
39.691782059471095, -1.9099028240643676, 9.970184566724628, 2.0, 0, 245.0
39.770321875810836, -2.0000000000000004, 9.841512464499061, 2.0, 0, 235.0
39.848861692150585, -2.1110720734539594, 9.730440391045102, 2.0, 0, 225.0
39.92740150849033, -2.239744175679527, 9.64034321510947, 2.0, 0, 215.0
39.92740150849033, -2.239744175679527, 9.64034321510947, 2.0, 3.0, 225.0
39.92740150849033, -2.239744175679527, 9.64034321510947, 2.0, 0, 225.0
46.36805788749987, -9.5, -1.0, 2.0, 0, 225.0
46.438852721244494, -9.475413212264028, -1.1394386022898209, 2.0, 0, 280.0
46.50964755498911, -9.426986693895925, -1.2724893680089868, 2.0, 0, 290.0
46.58044238873373, -9.356191860151307, -1.3951096169680572, 2.0, 0, 300.0
46.65123722247834, -9.265179776229589, -1.5035735949512508, 2.0, 0, 310.0
46.722032056222965, -9.156715798246395, -1.594585678872969, 2.0, 0, 320.0
46.792826889967586, -9.034095549287326, -1.6653805126175873, 2.0, 0, 330.0
46.8636217237122, -8.90104478356816, -1.7138070309856899, 2.0, 0, 340.0
46.93441655745682, -8.76160618127834, -1.7383938187216623, 2.0, 0, 350.0
47.005211391201435, -8.620016513789103, -1.7383938187216623, 2.0, 0, 360.0
47.076006224946056, -8.480577911499283, -1.7138070309856899, 2.0, 0, 370.0
47.076006224946056, -8.480577911499283, -1.7138070309856899, 2.0, 3.0, 360.0
47.076006224946056, -8.480577911499283, -1.7138070309856899, 2.0, 0, 360.0
51.331288888603495, 0.0, -1.0, 2.0, 0, 360.0
